Date,Adj Close
1997-12-31,2.12196173
1998-01-02,2.113465387
1998-01-05,2.117713558
1998-01-06,2.077355928
1998-01-07,2.053990984
1998-01-08,2.028501954
1998-01-09,1.945662607
1998-01-12,1.945662607
1998-01-13,1.994516581
1998-01-14,2.013633353
1998-01-15,2.011509268
1998-01-16,2.034874212
1998-01-20,2.068859585
1998-01-21,2.05611507
1998-01-22,2.03062604
1998-01-23,2.017881525
1998-01-26,2.00513701
1998-01-27,2.015757439
1998-01-28,2.041246469
1998-01-29,2.053990984
1998-01-30,2.053990984
1998-02-02,2.098596786
1998-02-03,2.115589473
1998-02-04,2.128333987
1998-02-05,2.126209902
1998-02-06,2.177187961
1998-02-09,2.128333987
1998-02-10,2.158071189
1998-02-11,2.164443446
1998-02-12,2.17293979
1998-02-13,2.168691618
1998-02-17,2.179312047
1998-02-18,2.179312047
1998-02-19,2.18780839
1998-02-20,2.18780839
1998-02-23,2.198428819
1998-02-24,2.179312047
1998-02-25,2.211173334
1998-02-26,2.236662364
1998-02-27,2.240910536
1998-03-02,2.240910536
1998-03-03,2.245158707
1998-03-04,2.249406879
1998-03-05,2.221793763
1998-03-06,2.262151394
1998-03-09,2.253655051
1998-03-10,2.272771823
1998-03-11,2.289764509
1998-03-12,2.300384939
1998-03-13,2.30463311
1998-03-16,2.315253539
1998-03-17,2.308881282
1998-03-18,2.319501711
1998-03-19,2.33012214
1998-03-20,2.323749883
1998-03-23,2.325873968
1998-03-24,2.344990741
1998-03-25,2.347114827
1998-03-26,2.351362998
1998-03-27,2.344990741
1998-03-30,2.332246226
1998-03-31,2.347114827
1998-04-01,2.368355685
1998-04-02,2.391720629
1998-04-03,2.398092886
1998-04-06,2.3811002
1998-04-07,2.351362998
1998-04-08,2.342866655
1998-04-09,2.366231599
1998-04-13,2.364107513
1998-04-14,2.393844714
1998-04-15,2.417209658
1998-04-16,2.387472457
1998-04-17,2.410837401
1998-04-20,2.425706002
1998-04-21,2.434202345
1998-04-22,2.436326431
1998-04-23,2.406589229
1998-04-24,2.385348371
1998-04-27,2.313129453
1998-04-28,2.340742569
1998-04-29,2.372603856
1998-04-30,2.398092886
1998-05-01,2.398092886
1998-05-04,2.400216972
1998-05-05,2.391720629
1998-05-06,2.376852028
1998-05-07,2.357735256
1998-05-08,2.387472457
1998-05-11,2.3811002
1998-05-12,2.391720629
1998-05-13,2.398092886
1998-05-14,2.391720629
1998-05-15,2.378976114
1998-05-18,2.361983427
1998-05-19,2.383224285
1998-05-20,2.368355685
1998-05-21,2.359859341
1998-05-22,2.338618483
1998-05-26,2.306757196
1998-05-27,2.287640424
1998-05-28,2.311005368
1998-05-29,2.313129453
1998-06-01,2.289764509
1998-06-02,2.291888595
1998-06-03,2.27914408
1998-06-04,2.298260853
1998-06-05,2.325873968
1998-06-08,2.347114827
1998-06-09,2.357735256
1998-06-10,2.334370312
1998-06-11,2.30463311
1998-06-12,2.300384939
1998-06-15,2.270647737
1998-06-16,2.291888595
1998-06-17,2.334370312
1998-06-18,2.321625797
1998-06-19,2.313129453
1998-06-22,2.33012214
1998-06-23,2.364107513
1998-06-24,2.400216972
1998-06-25,2.391720629
1998-06-26,2.391720629
1998-06-29,2.427830088
1998-06-30,2.438450517
1998-07-01,2.455443203
1998-07-02,2.440574602
1998-07-06,2.463939546
1998-07-07,2.478808147
1998-07-08,2.508545349
1998-07-09,2.508545349
1998-07-10,2.510669434
1998-07-13,2.527662121
1998-07-14,2.542530722
1998-07-15,2.561647494
1998-07-16,2.582888352
1998-07-17,2.582888352
1998-07-20,2.57864018
1998-07-21,2.551027065
1998-07-22,2.519165778
1998-07-23,2.476684061
1998-07-24,2.466063632
1998-07-27,2.453319117
1998-07-28,2.423581916
1998-07-29,2.402341058
1998-07-30,2.434202345
1998-07-31,2.398092886
1998-08-03,2.374727942
1998-08-04,2.300384939
1998-08-05,2.291888595
1998-08-06,2.325873968
1998-08-07,2.364107513
1998-08-10,2.351362998
1998-08-11,2.300384939
1998-08-12,2.347114827
1998-08-13,2.317377625
1998-08-14,2.291888595
1998-08-17,2.306757196
1998-08-18,2.357735256
1998-08-19,2.334370312
1998-08-20,2.311005368
1998-08-21,2.270647737
1998-08-24,2.262151394
1998-08-25,2.268523651
1998-08-26,2.226041935
1998-08-27,2.119837644
1998-08-28,2.068859585
1998-08-31,1.928669921
1998-09-01,1.996640667
1998-09-02,2.020005611
1998-09-03,1.977523895
1998-09-04,1.962655294
1998-09-08,2.068859585
1998-09-09,2.03062604
1998-09-10,1.973275723
1998-09-11,2.03062604
1998-09-14,2.075231842
1998-09-15,2.092224529
1998-09-16,2.12196173
1998-09-17,2.0816041
1998-09-18,2.094348614
